review_id,ATT,BI,PV,rating,beliefs
R0339,0.8,,1.0,4.0,"[{""belief_text"": ""really smells like honey"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0340,-0.9,,0.0,3.0,"[{""belief_text"": ""box came crushed"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}]"
R0341,0.8,,,5.0,"[{""belief_text"": ""product is excellent"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0342,1.5,3.0,3.0,5.0,"[{""belief_text"": ""makes great gifts for teachers and gift exchanges"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""well-received by recipients"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}]"
R0343,1.0,,,5.0,"[{""belief_text"": ""great products"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0344,2.1,3.0,3.0,5.0,"[{""belief_text"": ""great for the price"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""lasted more than 3 months"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""attribute""}, {""belief_text"": ""smells amazing"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}]"
R0345,2.4,,3.0,5.0,"[{""belief_text"": ""great way to try the product and figure out which ones are liked best"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}, {""belief_text"": ""favorite Christmas gift this year"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}, {""belief_text"": ""likes the Chapstick, almond milk hand cream, and foot cream best"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0346,-0.4,,0.0,2.0,"[{""belief_text"": ""product size is too small"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}]"
R0347,1.7,,3.0,5.0,"[{""belief_text"": ""good express delivery"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""good price, cheaper than Walmart"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0348,2.0,,3.0,5.0,"[{""belief_text"": ""products are marvelous"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""purse size bottles, tins and tube are great for travel"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""rescued a lot of hands"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""attribute""}]"
R0349,1.6,1.0,1.0,5.0,"[{""belief_text"": ""works good on dry, cracked skin"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""great products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0350,0.0,,1.0,3.0,"[{""belief_text"": ""good item"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""size of products are tiny"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0351,1.6,,,5.0,"[{""belief_text"": ""perfect set of samples"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""really find out what you like"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0352,1.7,2.0,3.0,4.0,"[{""belief_text"": ""nice assortment of samples to try"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""love the almond and milk lotion and the coconut foot lotion the most"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}]"
R0353,0.4,,,5.0,"[{""belief_text"": ""good as a gift"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""general_belief""}]"
R0354,0.9,,,5.0,"[{""belief_text"": ""product makes wife happy"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0355,1.6,,3.0,5.0,"[{""belief_text"": ""great value for price"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""made perfect stocking stuffer"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0356,-0.1,,1.0,4.0,"[{""belief_text"": ""product size is very small"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""love the brand's products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""brand""}]"
R0357,1.9,3.0,3.0,5.0,"[{""belief_text"": ""effective as a gift for a co-worker"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""product received rave reviews from recipient"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""general_belief""}, {""belief_text"": ""recipient intends to repurchase"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}]"
R0358,,,,5.0,"[{""belief_text"": ""lovely assortment of fun BB products"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0359,0.9,,2.0,5.0,"[{""belief_text"": ""product is as described"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0360,0.8,,,5.0,"[{""belief_text"": ""product is nice"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0361,,,,5.0,"[{""belief_text"": ""product is nice"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0362,1.9,1.0,3.0,5.0,"[{""belief_text"": ""brand is reliable and never disappoints"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""overall product is awesome and loved everything"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0363,1.6,3.0,3.0,5.0,"[{""belief_text"": ""small size fits great in backpack or purse"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""products smell amazing"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""loved the product and will buy bigger sizes"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0364,,,,5.0,"[{""belief_text"": ""contains native ingredients"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0365,1.6,,,5.0,"[{""belief_text"": ""great for sensitive skin"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""quality product"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0366,1.6,,1.0,5.0,"[{""belief_text"": ""good selection of products in the sample box"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""happy to find cuticle cream"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0367,2.4,,3.0,5.0,"[{""belief_text"": ""excellent variety of items with generous amounts"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""great price better than retail stores"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""convenient portable sizes for bag or pocket"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0368,,,3.0,5.0,"[{""belief_text"": ""good price"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""good stuff"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0369,0.8,,1.0,5.0,"[{""belief_text"": ""super soft texture"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0370,1.7,1.0,,5.0,"[{""belief_text"": ""product is great"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""grandson liked everything"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0371,1.8,,3.0,5.0,"[{""belief_text"": ""high quality products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""always excellent products"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0372,1.5,,3.0,5.0,"[{""belief_text"": ""good value for the money"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""loved the product"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0373,0.0,,1.0,5.0,"[{""belief_text"": ""sample sizes as expected and intended for trying different offerings"", ""b_i"": 0.7, ""e_i"": 0, ""att_component"": 0.0, ""type"": ""attribute""}]"
R0374,-0.2,,1.0,3.0,"[{""belief_text"": ""great price for everything"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""OK products (overall)"", ""b_i"": 0.4, ""e_i"": 0, ""att_component"": 0.0, ""type"": ""general_belief""}, {""belief_text"": ""cuticle cream is less effective than petroleum jelly"", ""b_i"": 0.7, ""e_i"": -1, ""att_component"": -0.7, ""type"": ""attribute""}, {""belief_text"": ""lip balm is less effective than cheap alternatives"", ""b_i"": 0.7, ""e_i"": -1, ""att_component"": -0.7, ""type"": ""attribute""}, {""belief_text"": ""hand cream and salve helped the recipient"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""attribute""}]"
R0375,,,,4.0,"[{""belief_text"": ""product was given as a gift"", ""b_i"": null, ""e_i"": 0, ""att_component"": null, ""type"": ""general_belief""}]"
R0376,1.6,,3.0,5.0,"[{""belief_text"": ""great deal compared to Walmart price"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""perfect size as a gift for travelers"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0377,0.3,,1.0,4.0,"[{""belief_text"": ""good product"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}, {""belief_text"": ""smaller than expected"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}]"
R0378,1.0,,,5.0,"[{""belief_text"": ""overall positive evaluation"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0379,0.7,,1.0,5.0,"[{""belief_text"": ""cute little introduction to Burt's Bees products"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}]"
R0380,0.9,3.0,3.0,5.0,"[{""belief_text"": ""works like a charm, results almost immediately"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""greasy texture"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}, {""belief_text"": ""worth every penny, will purchase again"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0381,0.8,,2.0,5.0,"[{""belief_text"": ""cleared my face up"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0382,0.8,,3.0,5.0,"[{""belief_text"": ""perfect for a gift or to put in your purse"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0383,1.7,,2.0,5.0,"[{""belief_text"": ""adorable and cute packaging/design"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""good for sampling a variety of products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0384,0.8,,1.0,5.0,"[{""belief_text"": ""he loves burts bees"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0385,0.8,,3.0,5.0,"[{""belief_text"": ""great little gift"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0386,2.4,,2.0,5.0,"[{""belief_text"": ""great starter kit for dry skin"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""has all the basic needs for hands and feet"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""the scents are amazing"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0387,0.7,,2.0,5.0,"[{""belief_text"": ""nicely packaged"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}]"
R0388,2.4,3.0,,5.0,"[{""belief_text"": ""product is a great christmas present"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""she loved it"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}, {""belief_text"": ""would buy again"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0389,,,1.0,5.0,"[{""belief_text"": ""good for cuticle care"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0390,0.9,,2.0,5.0,"[{""belief_text"": ""can't go wrong with this kit"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0391,1.7,,3.0,5.0,"[{""belief_text"": ""cuticle salve is worth buying"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""impressed with all products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0392,1.6,,2.0,5.0,"[{""belief_text"": ""packaged nicely"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""item sold as shown"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""great present"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0393,-2.5,,1.0,3.0,"[{""belief_text"": ""lip balm not feeling great"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""attribute""}, {""belief_text"": ""creams are in very tiny tubes"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""no instructions provided"", ""b_i"": 0.4, ""e_i"": -1, ""att_component"": -0.4, ""type"": ""general_evaluation""}, {""belief_text"": ""packaging is poor"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0394,,,2.0,4.0,"[{""belief_text"": ""nice product"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0395,,,,5.0,"[{""belief_text"": ""made a great gift"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0396,1.6,,,5.0,"[{""belief_text"": ""perfect gift for female co-workers"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""liked the packaging"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0397,0.8,,2.0,5.0,"[{""belief_text"": ""appreciated the items and liked the variety in the pack"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0398,2.4,,2.0,5.0,"[{""belief_text"": ""cute little gift pack"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""perfect little set for Christmas gifts"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""properly packaged"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0399,0.8,,,5.0,"[{""belief_text"": ""simple and cute packaging/design"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""awesome gift idea"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0400,,,,5.0,"[{""belief_text"": ""like a spa at home"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0401,-0.8,,0.0,1.0,"[{""belief_text"": ""packaging arrived damaged"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0402,0.8,,,5.0,"[{""belief_text"": ""especially like the lemon cuticle cream that comes with this set"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0403,0.8,,2.0,5.0,"[{""belief_text"": ""good variety of the best Burt's Bees products"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""great gift set"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0404,3.5,3.0,3.0,5.0,"[{""belief_text"": ""almond & milk hand cream is amazing and nothing else compares"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""lemon butter cuticle cream is amazing and nothing else compares"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""attribute""}, {""belief_text"": ""shea butter hand cream does a wonderful job on especially dry days"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""keeps hands soft even with frequent washing in dry winters"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""bundle deal is unbeatable even though individual prices are usually high"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}]"
R0405,,,,4.0,"[{""belief_text"": ""product is good"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0406,1.6,,1.0,5.0,"[{""belief_text"": ""very good quality of all sample items"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}, {""belief_text"": ""wife liked all the samples"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}]"
R0407,1.8,,,4.0,"[{""belief_text"": ""giftable packaging"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""terrific overall effect"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0408,-1.8,,1.0,3.0,"[{""belief_text"": ""Lemon Butter Cuticle Cream was missing"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""Very disappointed"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""general_belief""}]"
R0409,1.7,,,5.0,"[{""belief_text"": ""nice texture"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""nice scent"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}, {""belief_text"": ""very effective"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}]"
R0410,0.8,2.0,2.0,4.0,"[{""belief_text"": ""price is pretty good"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""makes hands and feet soft and healthy"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""bottle size is too small, need to reorder very soon"", ""b_i"": 0.8, ""e_i"": -1, ""att_component"": -0.8, ""type"": ""attribute""}]"
R0411,,,,5.0,"[{""belief_text"": ""product is good"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0412,1.8,,,5.0,"[{""belief_text"": ""packaging arrived in perfect condition"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""loved it (the gift)"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0413,0.8,,3.0,5.0,"[{""belief_text"": ""reasonable price"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""nice little gift"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0414,0.9,,,5.0,"[{""belief_text"": ""product is a great gift"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0415,1.9,1.0,,5.0,"[{""belief_text"": ""great products overall"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""great scent"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""attribute""}, {""belief_text"": ""feels good on hands and feet"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""attribute""}]"
R0416,0.8,,,5.0,"[{""belief_text"": ""nice trial set"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0417,,,,5.0,"[{""belief_text"": ""great products"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0418,,,,5.0,"[{""belief_text"": ""nice small set"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""attribute""}]"
R0419,1.8,3.0,3.0,5.0,"[{""belief_text"": ""great as a gift"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""everyone loves it"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0420,0.9,,,5.0,"[{""belief_text"": ""very good"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0421,0.9,,,5.0,"[{""belief_text"": ""product is excellent"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}]"
R0422,,,,5.0,"[{""belief_text"": ""product was a gift they loved it"", ""b_i"": null, ""e_i"": 1, ""att_component"": null, ""type"": ""general_belief""}]"
R0423,0.2,,1.0,4.0,"[{""belief_text"": ""product size is smaller than anticipated"", ""b_i"": 0.7, ""e_i"": -1, ""att_component"": -0.7, ""type"": ""attribute""}, {""belief_text"": ""perfect gift for a Burt's Bees lover"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""general_belief""}, {""belief_text"": ""size makes sense for the price"", ""b_i"": 0.7, ""e_i"": 0, ""att_component"": 0.0, ""type"": ""attribute""}]"
R0424,2.5,,3.0,5.0,"[{""belief_text"": ""love all the products in the set"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""great way to try organic Burt's Bees products cheaply"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""makes a great gift"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}]"
R0425,1.4,,,5.0,"[{""belief_text"": ""perfect for dry skin"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""attribute""}, {""belief_text"": ""gift for my sister and she loves it"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""general_belief""}]"
R0426,1.0,,,4.0,"[{""belief_text"": ""awesome product"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0427,1.0,,3.0,5.0,"[{""belief_text"": ""perfect small gift"", ""b_i"": 1.0, ""e_i"": 1, ""att_component"": 1.0, ""type"": ""general_belief""}]"
R0428,,,,5.0,"[{""belief_text"": ""ok"", ""b_i"": null, ""e_i"": 0, ""att_component"": null, ""type"": ""general_belief""}]"
R0429,0.7,1.0,1.0,4.0,"[{""belief_text"": ""satisfied with the nursery gift set"", ""b_i"": 0.7, ""e_i"": 1, ""att_component"": 0.7, ""type"": ""general_belief""}]"
R0430,2.5,3.0,3.0,5.0,"[{""belief_text"": ""products are perfect for current hand care needs"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}, {""belief_text"": ""products work really well"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""attribute""}, {""belief_text"": ""amount and quality of the products are a real bargain"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}]"
R0431,-1.8,0.0,0.0,1.0,"[{""belief_text"": ""outer packaging condition was fine"", ""b_i"": 0.8, ""e_i"": 0, ""att_component"": 0.0, ""type"": ""attribute""}, {""belief_text"": ""inner box was crushed and very dusty"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""will not buy again"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""general_belief""}]"
R0432,2.2,,3.0,5.0,"[{""belief_text"": ""makes body, hands, and feet super hydrated"", ""b_i"": 0.9, ""e_i"": 1, ""att_component"": 0.9, ""type"": ""attribute""}, {""belief_text"": ""does not cause irritation"", ""b_i"": 0.5, ""e_i"": 1, ""att_component"": 0.5, ""type"": ""attribute""}, {""belief_text"": ""awesome starter kit for the brand"", ""b_i"": 0.8, ""e_i"": 1, ""att_component"": 0.8, ""type"": ""general_belief""}]"
R0433,0.4,,1.0,4.0,"[{""belief_text"": ""girls like it"", ""b_i"": 0.4, ""e_i"": 1, ""att_component"": 0.4, ""type"": ""general_belief""}]"
R0434,-1.9,0.0,0.0,1.0,"[{""belief_text"": ""greasy and unpleasant texture"", ""b_i"": 0.9, ""e_i"": -1, ""att_component"": -0.9, ""type"": ""attribute""}, {""belief_text"": ""one of the worst products ever used"", ""b_i"": 1.0, ""e_i"": -1, ""att_component"": -1.0, ""type"": ""general_belief""}]"
